// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.0.2
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_X	Vel_Y	Vel_Z
17662		-1.191552	1.087476	9.690755	0.112407	0.340265	0.070868	-0.279298	6.939822	32.552507			0.000000			
17663		-1.328477	1.936800	9.970081	-0.121473	0.319807	0.097404	-0.341534	7.120833	32.614130			0.000000			
17664		-1.644104	3.659991	9.560357	-0.564479	0.264448	0.150923	-0.654517	7.271429	32.706151			0.000000			
17665		-1.720803	5.469309	10.246045	-1.275231	0.165861	0.192496	-1.369628	7.366039	32.822495			0.000000			
17666		-1.504830	6.312043	9.235451	-3.442022	-0.113638	0.187784	-3.327871	7.303928	32.939815			0.000000			
17667		-1.617954	5.431973	8.462404	-6.020381	-0.379492	0.095072	-6.764383	7.090369	33.021623			0.000000			
17668		-1.162184	2.644180	7.614624	-7.856106	-0.606070	0.079248	-11.253890	6.753858	33.127916			0.000000			
17669		-0.750562	0.274636	6.972640	-9.249316	-0.822941	0.053115	-16.531825	6.302929	33.280182			0.000000			
17670		-0.529300	-1.499329	6.711672	-10.415545	-0.961885	-0.004805	-22.480755	5.783181	33.468927			0.000000			
17671		-0.994719	-3.341504	5.038756	-10.604946	-0.886350	-0.406678	-28.550517	5.225409	33.486101			0.000000			
17672		-0.527592	-4.374701	2.441630	-9.201508	-0.463341	-0.891888	-33.849287	4.735488	33.191648			0.000000			
17673		-0.242950	-5.430541	2.232959	-7.050700	0.118202	-1.172361	-37.930728	4.398552	32.614115			0.000000			
17674		1.006448	-6.873678	5.876885	-6.758244	0.223320	-0.946074	-41.840819	4.151788	32.120656			0.000000			
17675		0.222062	-6.665696	4.912603	-7.785227	0.183242	-0.176105	-46.308167	4.159452	31.981938			0.000000			
17676		0.726308	-8.016527	4.002937	-8.171337	0.314830	-0.432763	-51.012298	4.095917	31.687383			0.000000			
17677		1.398136	-10.476110	2.593753	-8.144469	0.651187	-0.507604	-55.709468	4.088179	31.219613			0.000000			
17678		1.025812	-12.068388	-0.629201	-5.929917	1.440043	-0.665303	-59.173233	4.215150	30.321579			0.000000			
17679		0.042145	-11.225066	0.641100	-3.415406	2.220251	-0.645609	-61.227427	4.529343	29.035085			0.000000			
17680		-0.314805	-8.730540	2.359979	-2.740611	2.605332	-0.615547	-62.921179	4.921440	27.550385			0.000000			
17681		-0.554480	-7.664560	3.155700	-3.445108	2.639517	-0.524506	-65.028621	5.318092	26.057820			0.000000			
17682		-1.055381	-7.831830	2.603593	-4.557364	2.479849	-0.331925	-67.773761	5.717540	24.677416			0.000000			
17683		-1.663431	-8.719685	1.253420	-4.904768	2.367487	-0.184661	-70.719281	6.102816	23.368292			0.000000			
17684		-2.240649	-9.821318	0.897058	-4.487273	2.334634	-0.053991	-73.432592	6.490339	22.081920			0.000000			
17685		-2.821659	-10.958648	1.662567	-4.163471	2.089536	-0.017045	-75.953632	6.801217	20.919864			0.000000			
17686		-3.065048	-12.328928	1.955392	-4.144367	1.635905	0.003518	-78.439640	7.016481	20.002754			0.000000			
17687		-2.879523	-13.571244	1.567484	-3.657526	1.159642	0.069853	-80.616709	7.181620	19.354267			0.000000			
17688		-2.753830	-14.379347	1.409559	-2.634759	0.788043	0.109518	-82.182670	7.316984	18.916342			0.000000			
17689		-2.364163	-13.539180	1.386958	-1.645479	0.462474	0.021234	-83.160404	7.368371	18.655154			0.000000			
17690		-1.854237	-12.028781	1.856333	-1.134349	0.289654	-0.025350	-83.832665	7.378633	18.489653			0.000000			
17691		-1.276839	-11.471333	1.894762	-1.292734	0.177630	-0.177142	-84.588969	7.293654	18.379363			0.000000			
17692		-0.893503	-11.412708	0.643420	-1.251485	0.246629	-0.236908	-85.326203	7.176818	18.227718			0.000000			
17693		-0.791312	-11.728757	0.828091	-0.879218	0.406692	-0.251190	-85.861573	7.056884	17.984412			0.000000			
17694		-0.798903	-11.798565	0.841748	-0.533580	0.480229	-0.217853	-86.202916	6.957398	17.701310			0.000000			
17695		-1.496460	-11.648093	0.967664	-0.086723	0.447385	-0.183188	-86.285708	6.874922	17.438568			0.000000			
17696		-2.009711	-11.269342	1.425765	0.184280	0.230917	-0.198236	-86.197650	6.776262	17.300240			0.000000			
17697		-2.265823	-10.709025	1.445479	0.310421	-0.086339	-0.258368	-86.016266	6.630798	17.341759			0.000000			
17698		-2.403716	-10.045408	1.376035	0.466850	-0.403186	-0.260007	-85.724391	6.471566	17.565054			0.000000			
17699		-1.501069	-9.999456	1.574675	0.231147	-0.685052	-0.145592	-85.549512	6.364470	17.954679			0.000000			
17700		-0.906773	-10.830587	0.522555	0.096776	-0.752615	-0.051619	-85.447432	6.307117	18.387082			0.000000			
17701		-0.714005	-10.592182	-0.411171	0.664398	-0.544753	-0.071648	-85.033712	6.246247	18.698820			0.000000			
17702		-0.594512	-9.560342	0.357352	0.950866	-0.362977	-0.092972	-84.467729	6.180121	18.904527			0.000000			
17703		-0.566469	-9.899534	0.784665	0.455920	-0.383576	-0.088579	-84.184580	6.113647	19.121641			0.000000			
17704		-0.568225	-11.394675	-0.105033	0.364434	-0.405967	-0.071512	-83.952402	6.054776	19.352408			0.000000			
17705		-0.558671	-12.130417	-0.613821	1.080968	-0.310866	-0.103878	-83.316416	5.981425	19.525908			0.000000			
17706		-0.719472	-11.310709	0.230126	1.779547	-0.236950	-0.170972	-82.284930	5.873091	19.651468			0.000000			
17707		-1.433614	-10.726573	1.432173	1.836141	-0.358102	-0.240793	-81.216142	5.712401	19.837779			0.000000			
17708		-2.011525	-10.674939	1.742051	1.675553	-0.663831	-0.332070	-80.223199	5.469067	20.186808			0.000000			
17709		-2.147805	-10.470686	1.544874	1.856310	-0.971373	-0.417732	-79.114603	5.139213	20.695965			0.000000			
17710		-2.242388	-9.728309	1.912956	2.230045	-1.229212	-0.433351	-77.782244	4.760582	21.341573			0.000000			
17711		-2.110489	-9.344125	2.809632	2.212940	-1.523407	-0.341161	-76.451677	4.381151	22.154163			0.000000			
17712		-1.723457	-9.544595	2.908537	1.910702	-1.792233	-0.184919	-75.286399	4.033227	23.129875			0.000000			
17713		-0.942344	-10.579095	2.731408	1.772492	-1.973375	0.027026	-74.197980	3.756621	24.230415			0.000000			
17714		-0.056241	-12.029653	2.336055	1.971377	-1.954523	0.308426	-72.996874	3.615305	25.360299			0.000000			
17715		0.558481	-13.074147	1.418903	2.747429	-1.746423	0.529743	-71.358624	3.603801	26.411147			0.000000			
17716		0.443164	-12.945559	1.106493	4.118300	-1.412784	0.649788	-68.943278	3.684313	27.304377			0.000000			
17717		-0.137249	-11.418065	1.439641	5.300573	-1.144711	0.787156	-65.857759	3.853736	28.088106			0.000000			
17718		-0.132273	-9.647179	2.026786	6.049638	-0.964205	0.855574	-62.343150	4.058135	28.805011			0.000000			
17719		0.356416	-7.995359	3.145494	6.491935	-0.660406	0.929566	-58.583703	4.339412	29.401802			0.000000			
17720		0.984452	-7.560384	5.030570	6.240101	-0.360333	0.967970	-54.971421	4.694382	29.884594			0.000000			
17721		0.990535	-8.973434	6.141078	5.559055	-0.056482	0.996083	-51.758468	5.136482	30.256294			0.000000			
17722		0.479760	-11.686701	5.417813	5.541901	0.241339	0.979967	-48.559801	5.659728	30.516204			0.000000			
17723		0.120287	-13.885924	3.450360	6.851891	0.684102	0.780390	-44.635730	6.256121	30.542682			0.000000			
17724		-0.746037	-13.354739	2.270085	9.206523	1.122725	0.413536	-39.390475	6.895251	30.292330			0.000000			
17725		-1.480497	-10.326230	2.796417	11.046653	1.337168	0.039373	-33.122575	7.527017	29.857467			0.000000			
17726		-1.786213	-6.878052	1.950108	12.188890	1.351933	-0.371633	-26.216918	8.095853	29.290292			0.000000			
17727		-2.164976	-3.046891	0.787429	13.451033	1.466893	-0.670530	-18.617830	8.725389	28.610625			0.000000			
17728		-2.081891	0.296044	1.334910	14.555685	1.665941	-0.726607	-10.381025	9.544422	27.967360			0.000000			
17729		-1.577832	3.238625	1.128515	15.078904	1.933609	-0.369757	-1.807674	10.620735	27.636872			0.000000			
17730		-1.812464	7.391907	3.977812	15.940501	2.581221	0.541617	7.402841	12.079199	28.032361			0.000000			
17731		-4.606741	15.415265	11.612930	11.692533	0.799779	2.108102	14.370910	12.297856	29.336350			0.000000			
17732		-5.768917	17.722380	5.458648	5.235649	0.084100	2.091600	17.621854	12.010604	30.533748			0.000000			
17733		-2.520352	14.222730	12.175905	0.095951	-0.546702	0.466115	17.708600	11.628281	30.701427			0.000000			
17734		-2.385424	4.158657	9.649075	-2.053133	-1.037834	0.362853	16.536935	10.995354	30.730963			0.000000			
17735		-2.197640	0.119140	8.332168	-1.568371	-1.497470	0.400515	15.635244	10.104634	30.719161			0.000000			
17736		-1.152158	-0.339630	5.935837	0.146665	-1.216365	0.339605	15.718956	9.377742	30.723683			0.000000			
17737		0.023368	0.027256	5.793230	2.488005	-0.551932	0.183124	17.145628	9.042102	30.740427			0.000000			
17738		-0.024094	1.411931	6.804147	4.231656	0.099308	0.142853	19.585177	9.066749	30.842574			0.000000			
17739		-0.586444	3.754176	9.020150	5.170720	0.512376	0.125900	22.574647	9.311298	31.022584			0.000000			
17740		-1.295767	6.621163	10.239398	3.902525	0.240441	0.105241	24.828582	9.409156	31.139645			0.000000			
17741		-1.325411	7.552111	9.136971	1.104243	-0.068444	0.023382	25.459751	9.363940	31.139752			0.000000			
17742		-1.546068	5.889065	9.495671	-0.987497	-0.315867	-0.099711	24.872605	9.220271	31.014254			0.000000			
17743		-1.805127	3.793538	8.745834	-1.141708	-0.514174	-0.066245	24.193270	8.963921	30.860428			0.000000			
17744		-1.414551	3.258221	8.114085	-0.207026	-0.427090	-0.038638	24.055598	8.745561	30.743707			0.000000			
17745		-1.397932	4.193197	8.838077	0.460330	-0.307013	-0.019171	24.306636	8.585566	30.665697			0.000000			
17746		-1.495506	5.255571	9.204345	0.115125	-0.374312	-0.005769	24.358603	8.387421	30.578237			0.000000			
17747		-1.383099	5.495761	9.163704	-0.803352	-0.491221	0.003350	23.881836	8.125717	30.468874			0.000000			
17748		-1.073845	4.253300	9.031097	-1.538691	-0.534439	-0.014682	22.981671	7.844089	30.343110			0.000000			
17749		-0.887770	2.788467	8.753067	-1.785820	-0.503920	-0.024615	21.941946	7.578684	30.223920			0.000000			
17750		-0.789958	1.946422	8.505352	-1.372684	-0.374656	-0.035397	21.142207	7.382613	30.130509			0.000000			
17751		-0.727956	1.590554	8.234668	-0.564447	-0.154871	-0.052078	20.810930	7.306486	30.075602			0.000000			
17752		-0.995219	2.115166	8.318476	0.314482	0.072985	-0.067569	20.987951	7.355568	30.059331			0.000000			
17753		-1.194134	3.195774	9.020823	0.805469	0.198878	-0.094926	21.447634	7.477430	30.054812			0.000000			
17754		-1.422977	3.921617	9.561664	0.487414	0.137498	-0.137972	21.720600	7.575912	30.015007			0.000000			
17755		-1.421910	3.505177	9.347943	-0.223240	-0.014322	-0.203751	21.577231	7.607271	29.907475			0.000000			
17756		-1.220664	2.814993	8.974773	-0.252053	-0.025991	-0.227515	21.415445	7.637336	29.784716			0.000000			
17757		-1.093905	2.891842	8.654992	0.428495	0.155007	-0.216886	21.649010	7.761498	29.705907			0.000000			
17758		-1.484211	4.027200	9.123735	0.989950	0.269398	-0.194697	22.209497	7.942458	29.664727			0.000000			
17759		-1.892000	5.058538	9.254559	0.820227	0.212984	-0.146053	22.674397	8.083048	29.638538			0.000000			
17760		-1.981406	5.440786	9.449730	0.067596	0.030229	-0.107367	22.705622	8.118805	29.593000			0.000000			
17761		-1.793255	4.530571	9.112092	-0.704450	-0.130427	-0.097255	22.290310	8.067077	29.517185			0.000000			
17762		-1.525096	3.370301	8.854018	-0.882524	-0.195461	-0.096782	21.771116	7.980170	29.427936			0.000000			
17763		-1.326269	2.742503	8.595988	-0.506553	-0.138927	-0.084356	21.470283	7.920134	29.358130			0.000000			
17764		-1.179211	2.634832	8.701610	-0.005215	-0.023791	-0.092309	21.459371	7.922958	29.308522			0.000000			
17765		-1.237235	3.208038	8.862092	0.329182	0.062303	-0.085731	21.642982	7.970361	29.280725			0.000000			
17766		-1.410721	3.841742	9.092849	0.381814	0.085164	-0.081887	21.857785	8.029199	29.260083			0.000000			
17767		-1.485674	4.087572	9.073796	0.170309	0.044729	-0.088508	21.949609	8.068013	29.227282			0.000000			
17768		-1.515781	4.019897	9.045370	-0.030555	-0.007241	-0.079930	21.925485	8.077388	29.187904			0.000000			
17769		-1.439323	3.546860	8.918597	-0.124217	-0.032886	-0.094228	21.845879	8.076179	29.135331			0.000000			
17770		-1.408054	3.472608	8.799909	-0.010567	-0.018423	-0.088119	21.832245	8.081286	29.089129			0.000000			
17771		-1.365447	3.963839	8.997687	0.108986	0.018876	-0.085151	21.888482	8.105664	29.052583			0.000000			
17772		-1.425305	4.242191	9.079279	-0.042099	0.002393	-0.077280	21.858209	8.119552	29.016691			0.000000			
17773		-1.483745	4.266842	9.010081	-0.208514	-0.023042	-0.059335	21.733343	8.116092	28.985036			0.000000			
17774		-1.468887	4.090210	8.927348	-0.325020	-0.039153	-0.046141	21.542074	8.101128	28.956972			0.000000			
17775		-1.424231	3.989664	8.931980	-0.388609	-0.044170	-0.033280	21.315566	8.080766	28.934988			0.000000			
17776		-1.383605	3.794690	8.984935	-0.448421	-0.039933	-0.023056	21.055355	8.060387	28.919340			0.000000			
17777		-1.240112	3.258561	8.999517	-0.567733	-0.052494	-0.034412	20.726050	8.035600	28.895270			0.000000			
17778		-1.143815	2.827558	8.791291	-0.435030	-0.013249	-0.034865	20.473418	8.031756	28.878871			0.000000			
17779		-1.195912	2.978789	8.802168	-0.007466	0.086476	-0.032939	20.469093	8.081050	28.883858			0.000000			
17780		-1.341490	3.618035	9.126686	0.175310	0.133518	-0.020722	20.571423	8.153098	28.904902			0.000000			
17781		-1.569984	4.135566	9.302711	0.018683	0.090523	-0.006820	20.584214	8.199266	28.924947			0.000000			
17782		-1.568446	4.075740	9.294904	-0.298169	0.000642	-0.007896	20.412437	8.197437	28.925987			0.000000			
17783		-1.465566	3.495794	9.109915	-0.475456	-0.066679	-0.000873	20.138231	8.158073	28.917563			0.000000			
17784		-1.351160	3.043983	9.002529	-0.417515	-0.064709	0.001375	19.896955	8.119253	28.910712			0.000000			
17785		-1.202145	2.782202	8.989876	-0.278812	-0.039245	-0.010271	19.735488	8.096443	28.902866			0.000000			
17786		-1.138128	2.761459	8.951344	-0.075732	0.023753	-0.008667	19.691736	8.107242	28.908023			0.000000			
17787		-1.215664	3.119803	9.011504	0.105771	0.086828	-0.006377	19.754261	8.151610	28.926892			0.000000			
17788		-1.407396	3.526406	9.148679	0.128908	0.113117	-0.001504	19.830816	8.209190	28.953482			0.000000			
17789		-1.554673	3.748558	9.220734	0.002360	0.088878	0.004453	19.835053	8.252499	28.978744			0.000000			
17790		-1.622001	3.918479	9.208620	-0.117373	0.051106	0.022937	19.770704	8.271901	29.006500			0.000000			
17791		-1.544921	4.008024	9.154081	-0.224617	0.008958	0.037506	19.645393	8.265814	29.034151			0.000000			
17792		-1.495199	4.002582	9.110250	-0.408543	-0.017245	0.061268	19.415302	8.241096	29.069499			0.000000			
17793		-1.410759	4.153710	9.117438	-0.551363	-0.015117	0.086534	19.106162	8.212956	29.119484			0.000000			
17794		-1.371736	4.349517	9.087451	-0.740621	0.007198	0.126117	18.691531	8.189839	29.195199			0.000000			
17795		-1.641159	5.024972	8.761361	-0.927876	0.028979	0.201782	18.177153	8.165481	29.317067			0.000000			
17796		-1.875465	6.702938	8.948099	-1.040190	0.051606	0.302897	17.605796	8.136782	29.498440			0.000000			
17797		-2.085950	8.723941	8.831363	-1.958482	-0.077969	0.380777	16.513051	8.026731	29.702074			0.000000			
17798		-2.654321	11.106465	8.306522	-3.776827	-0.310529	0.535398	14.383194	7.770252	29.958224			0.000000			
17799		-2.460685	11.890986	7.105398	-6.440199	-0.616926	0.568386	10.729055	7.351828	30.208700			0.000000			
17800		-1.645666	9.963814	5.278403	-9.729347	-0.780649	0.511210	5.182594	6.865952	30.444426			0.000000			
17801		-1.271528	6.694707	3.655798	-12.228494	-0.890841	0.533828	-1.783443	6.345705	30.745729			0.000000			
17802		-0.625804	3.204394	2.484186	-13.674474	-1.020608	0.631133	-9.574454	5.798910	31.171759			0.000000			
17803		-1.007336	0.978400	2.257774	-14.817733	-1.241419	0.591640	-18.008379	5.189948	31.682042			0.000000			
17804		-1.700412	-0.277495	2.378372	-16.279765	-1.690655	-0.127810	-27.311527	4.269624	31.994694			0.000000			
17805		-1.198349	-7.048174	0.012740	-18.603103	-2.394601	-0.922809	-37.944432	2.833888	32.298532			0.000000			
17806		3.341105	-20.151530	-5.640028	-16.672899	-3.507395	0.661220	-47.435465	1.617864	33.944539			0.000000			
17807		5.354729	-23.263040	-11.662833	-5.461104	1.079493	1.331398	-50.559197	2.602989	33.985206			0.000000			
17808		2.170266	-14.770506	5.277140	-0.397019	2.129266	0.308576	-50.831963	3.516249	33.157232			0.000000			
17809		-0.281246	-7.323949	7.655680	-0.561191	2.771802	0.116789	-51.238236	4.569577	31.966638			0.000000			
17810		-1.418024	-4.542561	6.673104	-2.882096	2.171095	-0.193503	-52.980446	5.249835	30.918162			0.000000			
17811		-1.108652	-4.231522	5.816106	-4.930489	1.865147	-0.142719	-55.893889	5.807760	30.002216			0.000000			
17812		-1.273995	-5.501984	3.550762	-5.693500	1.904991	0.090115	-59.252573	6.440795	29.108371			0.000000			
17813		-2.270689	-7.304091	2.415056	-5.374273	2.047952	0.164668	-62.447309	7.098396	28.127653			0.000000			
17814		-2.950754	-8.710852	2.430058	-4.857096	1.997002	0.153697	-65.359124	7.685505	27.134933			0.000000			
17815		-3.582534	-9.602057	2.502318	-4.567159	1.723723	0.084820	-68.098962	8.124987	26.242728			0.000000			
17816		-3.851793	-9.980241	2.239287	-4.233288	1.338827	0.043699	-70.628142	8.423881	25.530086			0.000000			
17817		-3.560382	-10.173947	2.390123	-3.805317	1.005871	0.187942	-72.886003	8.712286	25.014518			0.000000			
17818		-2.930706	-10.377870	2.439107	-3.672698	0.763911	0.390603	-75.046963	9.053667	24.654720			0.000000			
17819		-2.465277	-11.109930	2.021028	-3.691091	0.603596	0.446044	-77.206812	9.391169	24.380124			0.000000			
17820		-1.665794	-12.101288	1.199568	-3.511120	0.658848	0.397046	-79.273477	9.696457	24.055376			0.000000			
17821		-1.028388	-13.271115	0.267569	-3.100999	0.830004	0.317590	-81.126861	9.963428	23.614153			0.000000			
17822		-0.884614	-14.395444	-0.269392	-2.346935	1.011994	0.182904	-82.571380	10.155195	23.048935			0.000000			
17823		-0.849157	-14.750649	-0.220267	-1.403399	1.142215	-0.034988	-83.494190	10.221068	22.388704			0.000000			
17824		-1.736109	-13.545696	0.246280	-0.390895	1.108288	-0.122932	-83.834049	10.227043	21.741924			0.000000			
17825		-2.629254	-12.138195	1.679352	0.135149	0.829762	-0.176826	-83.845719	10.183337	21.252475			0.000000			
17826		-2.744509	-10.968391	2.029682	0.069350	0.396272	-0.196952	-83.849194	10.101386	21.013271			0.000000			
17827		-2.539387	-9.826449	1.775524	0.183360	0.230674	-0.135471	-83.770820	10.044645	20.873317			0.000000			
17828		-2.273914	-9.308145	2.233532	0.002727	0.134762	-0.051374	-83.784074	10.029660	20.794538			0.000000			
17829		-2.383354	-9.688597	2.061525	-0.285549	0.096880	0.022608	-83.958752	10.054846	20.742062			0.000000			
17830		-2.125498	-11.144844	1.755125	-0.439693	0.030012	0.062114	-84.213736	10.097937	20.730794			0.000000			
17831		-1.730353	-12.342239	1.001255	-0.064036	0.045402	0.044129	-84.255871	10.132214	20.709346			0.000000			
17832		-1.630511	-12.547110	0.744437	0.589434	0.055628	-0.031326	-83.924811	10.123562	20.677643			0.000000			
17833		-1.964528	-11.243932	0.910397	1.086838	-0.012275	-0.122956	-83.303640	10.059077	20.679023			0.000000			
17834		-2.203498	-9.740276	1.276679	1.179771	-0.146883	-0.141093	-82.615331	9.974404	20.756273			0.000000			
17835		-1.906647	-9.159358	1.843423	0.721830	-0.337882	-0.099760	-82.170870	9.898440	20.945770			0.000000			
17836		-1.550079	-9.930918	1.477977	0.235162	-0.454931	-0.054248	-81.992610	9.837581	21.206059			0.000000			
17837		-1.080095	-11.321127	0.729936	0.302922	-0.424323	0.024660	-81.778275	9.823560	21.454825			0.000000			
17838		-0.779274	-12.310197	0.387226	0.930409	-0.244649	0.086120	-81.220512	9.857449	21.605578			0.000000			
17839		-1.319006	-11.763886	0.555613	1.750404	-0.079972	0.036531	-80.210765	9.876626	21.657272			0.000000			
17840		-2.155275	-9.768432	1.509550	2.328464	-0.031169	-0.098391	-78.875981	9.823664	21.667558			0.000000			
17841		-2.586237	-8.760192	3.099965	1.984108	-0.304353	-0.181914	-77.715265	9.691981	21.821869			0.000000			
17842		-2.826684	-9.659912	3.918620	0.935278	-0.838924	-0.236827	-77.105811	9.460391	22.270671			0.000000			
17843		-2.433582	-12.318356	3.044719	0.373833	-1.330611	-0.279596	-76.777271	9.138091	22.989461			0.000000			
17844		-1.536444	-15.395475	1.716194	1.181437	-1.478282	-0.307701	-75.977762	8.772812	23.783899			0.000000			
17845		-0.833425	-17.036664	1.413559	2.822413	-1.362068	-0.333326	-74.255784	8.393648	24.500005			0.000000			
17846		-0.445549	-16.489523	1.628470	4.312623	-1.174580	-0.292043	-71.699538	8.042019	25.104118			0.000000			
17847		-0.736801	-13.957037	1.119622	5.678366	-0.969374	-0.231030	-68.382543	7.733069	25.588439			0.000000			
17848		-1.441908	-10.963726	1.430701	6.768119	-0.868045	-0.056663	-64.445980	7.509285	26.039180			0.000000			
17849		-1.983772	-8.540889	2.575064	7.242343	-0.916985	0.172821	-60.233234	7.357465	26.557938			0.000000			
17850		-1.743875	-7.363197	3.892088	6.966288	-1.076459	0.365628	-56.161170	7.214800	27.202273			0.000000			
17851		-0.962964	-7.633053	4.541324	6.272539	-1.175296	0.591345	-52.477522	7.101263	27.956380			0.000000			
17852		-0.343972	-9.135252	4.050753	6.348606	-0.961503	0.820096	-48.750141	7.118500	28.691070			0.000000			
17853		-0.152906	-10.999282	3.508552	7.228696	-0.559788	0.958164	-44.535432	7.300659	29.309949			0.000000			
17854		0.113934	-11.432152	2.216667	8.783399	-0.013913	0.936116	-39.450203	7.656286	29.723004			0.000000			
17855		-0.089123	-9.572708	1.974030	10.679950	0.571232	0.677844	-33.320501	8.151814	29.846299			0.000000			
17856		-1.080629	-6.508569	1.919628	12.036645	0.997166	0.291593	-26.444856	8.731639	29.711295			0.000000			
17857		-2.156138	-3.232290	2.026944	13.104909	1.255510	-0.029219	-18.990400	9.388553	29.417818			0.000000			
17858		-2.664638	-0.375164	2.879797	13.702558	1.299289	-0.272361	-11.198310	10.066076	29.074995			0.000000			
17859		-2.677992	1.917563	2.789534	14.165398	1.237900	-0.250945	-3.132003	10.750383	28.843325			0.000000			
17860		-2.873305	4.792776	3.666199	15.085935	1.437570	0.272254	5.546023	11.567957	29.026005			0.000000			
17861		-4.906924	10.544320	11.464345	12.598369	0.235322	0.875673	12.863994	11.618808	29.556378			0.000000			
17862		-4.244390	12.407871	4.898100	5.985904	-0.818759	0.810747	16.360070	11.044552	29.899670			0.000000			
17863		-3.450671	11.992640	9.367136	4.152483	-1.344924	0.847531	18.779026	10.161427	30.138263			0.000000			
17864		-0.047582	7.098340	8.410754	3.234466	-1.118931	0.292604	20.621973	9.497679	30.084384			0.000000			
17865		-0.433645	3.458467	7.958683	2.054978	-1.057138	0.296957	21.788048	8.869062	30.028042			0.000000			
17866		-0.386813	2.704219	6.881247	2.283907	-0.883252	0.232499	23.085711	8.346543	29.962291			0.000000			
17867		-0.001972	3.401202	6.977561	3.298364	-0.419848	0.198305	24.974731	8.077657	29.972843			0.000000			
17868		-0.530316	5.131893	8.146128	3.211184	-0.257024	0.127794	26.814405	7.908984	29.979223			0.000000			
17869		-1.109245	6.375580	8.312637	2.098622	-0.334701	0.084276	28.009102	7.713008	29.937831			0.000000			
17870		-1.019720	5.962457	8.084810	1.121224	-0.421992	0.040828	28.638484	7.484651	29.847494			0.000000			
17871		-0.775531	5.670274	8.016882	0.834369	-0.362885	0.023599	29.104031	7.292315	29.762724			0.000000			
17872		-1.011109	6.387560	8.396083	0.493475	-0.317577	0.026939	29.376718	7.121508	29.691253			0.000000			
17873		-1.136477	6.137500	8.574357	-0.237268	-0.396427	-0.013480	29.225591	6.923316	29.577079			0.000000			
17874		-0.792694	4.861413	8.274725	-0.669618	-0.417414	-0.025273	28.825989	6.716741	29.452016			0.000000			
17875		-0.609503	4.267318	8.203526	-0.649023	-0.341838	-0.040641	28.440364	6.552067	29.341678			0.000000			
17876		-0.654250	3.786441	8.402756	-0.649407	-0.292992	-0.115806	28.052024	6.431170	29.207504			0.000000			
17877		-0.726567	3.156748	8.036131	-0.661981	-0.258818	-0.153336	27.655679	6.337106	29.064334			0.000000			
17878		-0.576514	3.191585	7.838922	-0.232804	-0.115257	-0.117457	27.511724	6.305373	28.978220			0.000000			
17879		-0.744972	4.116875	8.322002	0.185373	0.062677	-0.080149	27.614371	6.354383	28.958590			0.000000			
17880		-1.158592	4.662643	8.729176	-0.016053	0.079164	-0.083401	27.602219	6.412356	28.941795			0.000000			
17881		-1.275440	4.607556	8.474019	-0.118230	0.081821	-0.066838	27.532198	6.467523	28.934063			0.000000			
17882		-1.414861	5.080057	8.659340	-0.032012	0.104558	-0.058522	27.513064	6.531786	28.936667			0.000000			
17883		-1.747015	5.751973	8.846815	-0.152859	0.044415	-0.053436	27.422932	6.564450	28.925797			0.000000			
17884		-1.736775	5.980566	8.966892	-0.525432	-0.071634	-0.033270	27.117225	6.532365	28.894503			0.000000			
17885		-1.455044	5.205371	8.823850	-0.919583	-0.174825	-0.019580	26.583629	6.444234	28.843762			0.000000			
17886		-1.115290	3.793406	8.679543	-1.043057	-0.211717	-0.032070	25.977582	6.339347	28.777901			0.000000			
17887		-0.982815	2.746944	8.328403	-0.821155	-0.190208	-0.037364	25.499343	6.246787	28.715854			0.000000			
17888		-0.765149	2.603289	8.214369	-0.174074	-0.061996	-0.046846	25.394727	6.222057	28.680943			0.000000			
17889		-0.890009	3.444442	8.503544	0.425858	0.081386	-0.060737	25.636716	6.275431	28.674405			0.000000			
17890		-1.206775	4.546881	8.897600	0.502759	0.101895	-0.076943	25.922634	6.342959	28.664811			0.000000			
17891		-1.301066	5.120379	8.992070	0.170715	0.034528	-0.076976	26.016179	6.376313	28.638428			0.000000			
17892		-1.329983	4.749532	8.823590	-0.100356	-0.039808	-0.088839	25.951894	6.373879	28.587117			0.000000			
17893		-1.181505	4.176123	8.582525	-0.116113	-0.078180	-0.096701	25.876979	6.354114	28.522148			0.000000			
17894		-1.018606	4.211504	8.745379	0.016551	-0.073620	-0.109034	25.877605	6.339205	28.451863			0.000000			
17895		-0.981975	3.979689	8.669557	0.013262	-0.077180	-0.109948	25.876122	6.323227	28.380292			0.000000			
17896		-0.926152	3.804585	8.461442	0.160607	-0.049591	-0.076545	25.961840	6.312615	28.332899			0.000000			
17897		-1.002016	4.285109	8.634958	0.389030	-0.002408	-0.061137	26.180458	6.323037	28.305458			0.000000			
17898		-1.151998	4.697585	8.757432	0.326513	-0.028486	-0.063651	26.362551	6.320287	28.270051			0.000000			
17899		-1.095040	4.632744	8.576480	0.253561	-0.050325	-0.063701	26.502124	6.306943	28.229075			0.000000			
17900		-1.018846	4.759456	8.580181	0.227956	-0.036324	-0.060714	26.627702	6.299605	28.193149			0.000000			
